,gene_name,gene_id,dataset
17076,Gm25317,ENSMUSG00000080474,snRNAseq2
17077,Gm25316,ENSMUSG00000080476,snRNAseq2
17078,Gm23494,ENSMUSG00000080480,snRNAseq2
17079,Gm23493,ENSMUSG00000080485,snRNAseq2
17080,Gm23492,ENSMUSG00000080487,snRNAseq2
17081,Gm25338,ENSMUSG00000080499,snRNAseq2
17082,Gm22071,ENSMUSG00000080507,snRNAseq2
17083,Gm22195,ENSMUSG00000080511,snRNAseq2
17084,Gm22197,ENSMUSG00000080516,snRNAseq2
17085,Gm23109,ENSMUSG00000080517,snRNAseq2
17086,Gm22193,ENSMUSG00000080518,snRNAseq2
17087,Gm23881,ENSMUSG00000080522,snRNAseq2
17088,Mir466j,ENSMUSG00000080526,snRNAseq2
17089,Gm23880,ENSMUSG00000080527,snRNAseq2
17090,Gm23882,ENSMUSG00000080529,snRNAseq2
17091,Mir1191,ENSMUSG00000080533,snRNAseq2
17092,Gm25541,ENSMUSG00000080538,snRNAseq2
17093,Gm22711,ENSMUSG00000080540,snRNAseq2
17094,Gm22710,ENSMUSG00000080542,snRNAseq2
17095,Gm22709,ENSMUSG00000080543,snRNAseq2
17096,Gm22714,ENSMUSG00000080544,snRNAseq2
17097,Gm22715,ENSMUSG00000080549,snRNAseq2
17098,Mir467g,ENSMUSG00000080556,snRNAseq2
17099,Gm22091,ENSMUSG00000080558,snRNAseq2
17100,Gm26042,ENSMUSG00000080561,snRNAseq2
17101,Gm26043,ENSMUSG00000080562,snRNAseq2
17102,Gm26044,ENSMUSG00000080566,snRNAseq2
17103,Mir467f,ENSMUSG00000080573,snRNAseq2
17104,Mir466i,ENSMUSG00000080574,snRNAseq2
17105,Mir1190,ENSMUSG00000080575,snRNAseq2
17106,Gm23226,ENSMUSG00000080577,snRNAseq2
17107,Mir466f-4,ENSMUSG00000080580,snRNAseq2
17108,Gm24907,ENSMUSG00000080582,snRNAseq2
17109,Gm22029,ENSMUSG00000080590,snRNAseq2
17110,Gm22030,ENSMUSG00000080592,snRNAseq2
17111,Mir669h,ENSMUSG00000080594,snRNAseq2
17112,Gm22031,ENSMUSG00000080595,snRNAseq2
17113,Gm22033,ENSMUSG00000080597,snRNAseq2
17114,Gm23840,ENSMUSG00000080600,snRNAseq2
17115,Gm23841,ENSMUSG00000080601,snRNAseq2
17116,Gm23839,ENSMUSG00000080607,snRNAseq2
17117,Snord110,ENSMUSG00000080610,snRNAseq2
17118,Gm22676,ENSMUSG00000080622,snRNAseq2
17119,Gm22678,ENSMUSG00000080624,snRNAseq2
17120,Gm22679,ENSMUSG00000080625,snRNAseq2
17121,Mir1192,ENSMUSG00000080626,snRNAseq2
17122,Gm25507,ENSMUSG00000080631,snRNAseq2
17123,Gm25509,ENSMUSG00000080635,snRNAseq2
17124,Mir1198,ENSMUSG00000080645,snRNAseq2
17125,Gm24482,ENSMUSG00000080655,snRNAseq2
17126,Mir669i,ENSMUSG00000080657,snRNAseq2
17127,Gm24484,ENSMUSG00000080659,snRNAseq2
17128,Mir1b,ENSMUSG00000080662,snRNAseq2
17129,Mir1199,ENSMUSG00000080665,snRNAseq2
17130,Mir1224,ENSMUSG00000080669,snRNAseq2
17131,Gm23335,ENSMUSG00000080671,snRNAseq2
17132,Gm23336,ENSMUSG00000080673,snRNAseq2
17133,Gm25347,ENSMUSG00000080676,snRNAseq2
17134,Gm23991,ENSMUSG00000080683,snRNAseq2
17135,Gm23988,ENSMUSG00000080684,snRNAseq2
17136,Gm24806,ENSMUSG00000080686,snRNAseq2
17137,Mir1197,ENSMUSG00000080687,snRNAseq2
17138,Gm23987,ENSMUSG00000080689,snRNAseq2
17139,Gm11621,ENSMUSG00000080694,snRNAseq2
17140,Gm5394,ENSMUSG00000080695,snRNAseq2
17141,Gm12825,ENSMUSG00000080696,snRNAseq2
17142,Gm11333,ENSMUSG00000080698,snRNAseq2
17143,Gm15981,ENSMUSG00000080700,snRNAseq2
17144,Gm12340,ENSMUSG00000080701,snRNAseq2
17145,Gm13183,ENSMUSG00000080703,snRNAseq2
17146,Gm6031,ENSMUSG00000080704,snRNAseq2
17147,Sult2a-ps4,ENSMUSG00000080705,snRNAseq2
17148,Gm12890,ENSMUSG00000080706,snRNAseq2
17149,Gm13823,ENSMUSG00000080707,snRNAseq2
17150,Ccnd3-ps,ENSMUSG00000080708,snRNAseq2
17151,Gm14324,ENSMUSG00000080709,snRNAseq2
17152,Gm8107,ENSMUSG00000080710,snRNAseq2
17153,Gm11686,ENSMUSG00000080711,snRNAseq2
17154,Hist3h2bb-ps,ENSMUSG00000080712,snRNAseq2
17155,Olfr1174-ps,ENSMUSG00000080713,snRNAseq2
17156,Gm14602,ENSMUSG00000080714,snRNAseq2
17157,Gm13503,ENSMUSG00000080716,snRNAseq2
17158,B230307C23Rik,ENSMUSG00000080717,snRNAseq2
17159,Gm15532,ENSMUSG00000080719,snRNAseq2
17160,Gm16077,ENSMUSG00000080720,snRNAseq2
17161,Defa-ps7,ENSMUSG00000080722,snRNAseq2
17162,Gm12564,ENSMUSG00000080723,snRNAseq2
17163,Gm13616,ENSMUSG00000080728,snRNAseq2
17164,Gm11313,ENSMUSG00000080730,snRNAseq2
17165,Gm13222,ENSMUSG00000080732,snRNAseq2
17166,Gm14867,ENSMUSG00000080733,snRNAseq2
17167,Gm12006,ENSMUSG00000080734,snRNAseq2
17168,Gm12075,ENSMUSG00000080735,snRNAseq2
17169,Gm15617,ENSMUSG00000080736,snRNAseq2
17170,Gm6982,ENSMUSG00000080737,snRNAseq2
17171,Gm11398,ENSMUSG00000080741,snRNAseq2
17172,Gm12710,ENSMUSG00000080744,snRNAseq2
17173,Rpsa-ps12,ENSMUSG00000080746,snRNAseq2
17174,Gm14016,ENSMUSG00000080747,snRNAseq2
17175,Gm15661,ENSMUSG00000080748,snRNAseq2
17176,Gm12134,ENSMUSG00000080749,snRNAseq2
17177,Olfr634-ps1,ENSMUSG00000080751,snRNAseq2
17178,Gm15613,ENSMUSG00000080753,snRNAseq2
17179,Rpl36-ps7,ENSMUSG00000080754,snRNAseq2
17180,Gm12633,ENSMUSG00000080756,snRNAseq2
17181,Gm15029,ENSMUSG00000080757,snRNAseq2
17182,Gm5392,ENSMUSG00000080758,snRNAseq2
17183,Gm15573,ENSMUSG00000080759,snRNAseq2
17184,Gm7571,ENSMUSG00000080760,snRNAseq2
17185,Gm12341,ENSMUSG00000080763,snRNAseq2
17186,Gm14606,ENSMUSG00000080764,snRNAseq2
17187,Gm13593,ENSMUSG00000080766,snRNAseq2
17188,Gm15595,ENSMUSG00000080767,snRNAseq2
17189,Gm12219,ENSMUSG00000080768,snRNAseq2
17190,Gm11278,ENSMUSG00000080770,snRNAseq2
17191,Gm11925,ENSMUSG00000080771,snRNAseq2
17192,Gm12543,ENSMUSG00000080772,snRNAseq2
17193,Gm12955,ENSMUSG00000080773,snRNAseq2
17194,Gm9143,ENSMUSG00000080774,snRNAseq2
17195,Gm12174,ENSMUSG00000080776,snRNAseq2
17196,Gm7199,ENSMUSG00000080778,snRNAseq2
17197,Gm11252,ENSMUSG00000080780,snRNAseq2
17198,Olfr388-ps1,ENSMUSG00000080781,snRNAseq2
17199,Gm13495,ENSMUSG00000080782,snRNAseq2
17200,Gm8250,ENSMUSG00000080783,snRNAseq2
17201,Gm11591,ENSMUSG00000080785,snRNAseq2
17202,Gm14007,ENSMUSG00000080789,snRNAseq2
17203,Gm7638,ENSMUSG00000080790,snRNAseq2
17204,Akirin1-ps,ENSMUSG00000080791,snRNAseq2
17205,Gm14367,ENSMUSG00000080792,snRNAseq2
17206,Cbx3-ps3,ENSMUSG00000080793,snRNAseq2
17207,Vmn1r-ps132,ENSMUSG00000080794,snRNAseq2
17208,Gm6783,ENSMUSG00000080795,snRNAseq2
17209,Gm9159,ENSMUSG00000080796,snRNAseq2
17210,Gm15760,ENSMUSG00000080797,snRNAseq2
17211,Gm5135,ENSMUSG00000080798,snRNAseq2
17212,Gm13310,ENSMUSG00000080801,snRNAseq2
17213,Gm13804,ENSMUSG00000080802,snRNAseq2
17214,Gm12683,ENSMUSG00000080803,snRNAseq2
17215,Gm11219,ENSMUSG00000080805,snRNAseq2
17216,Gm13005,ENSMUSG00000080806,snRNAseq2
17217,Gm13117,ENSMUSG00000080807,snRNAseq2
17218,Gm12608,ENSMUSG00000080808,snRNAseq2
17219,Olfr1273-ps,ENSMUSG00000080809,snRNAseq2
17220,Gm11737,ENSMUSG00000080810,snRNAseq2
17221,Gm13526,ENSMUSG00000080812,snRNAseq2
17222,Gm14828,ENSMUSG00000080813,snRNAseq2
17223,Gm12314,ENSMUSG00000080814,snRNAseq2
17224,Hmgb1-rs18,ENSMUSG00000080815,snRNAseq2
17225,Gm12447,ENSMUSG00000080816,snRNAseq2
17226,Gm9434,ENSMUSG00000080818,snRNAseq2
17227,Gm9001,ENSMUSG00000080824,snRNAseq2
17228,Gm14892,ENSMUSG00000080825,snRNAseq2
17229,Gm12086,ENSMUSG00000080827,snRNAseq2
17230,Gm8545,ENSMUSG00000080829,snRNAseq2
17231,M6pr-ps,ENSMUSG00000080832,snRNAseq2
17232,Gm11976,ENSMUSG00000080833,snRNAseq2
17233,Gm12137,ENSMUSG00000080835,snRNAseq2
17234,Gm6444,ENSMUSG00000080836,snRNAseq2
17235,Gm11349,ENSMUSG00000080840,snRNAseq2
17236,Gm14880,ENSMUSG00000080841,snRNAseq2
17237,Gm15400,ENSMUSG00000080842,snRNAseq2
17238,Gm14726,ENSMUSG00000080843,snRNAseq2
17239,Gm9115,ENSMUSG00000080845,snRNAseq2
17240,Gm9385,ENSMUSG00000080848,snRNAseq2
17241,Gm12094,ENSMUSG00000080851,snRNAseq2
17242,Rpl35-ps1,ENSMUSG00000080855,snRNAseq2
17243,Gm12859,ENSMUSG00000080857,snRNAseq2
17244,Rpl10-ps1,ENSMUSG00000080859,snRNAseq2
17245,Gm13815,ENSMUSG00000080860,snRNAseq2
17246,Gm14787,ENSMUSG00000080863,snRNAseq2
17247,Eif1-ps3,ENSMUSG00000080865,snRNAseq2
17248,Gm5687,ENSMUSG00000080866,snRNAseq2
17249,Gm15745,ENSMUSG00000080868,snRNAseq2
17250,Gm11856,ENSMUSG00000080869,snRNAseq2
17251,Gm14111,ENSMUSG00000080870,snRNAseq2
17252,Gm12875,ENSMUSG00000080871,snRNAseq2
17253,Gm11506,ENSMUSG00000080872,snRNAseq2
17254,Rpl30-ps3,ENSMUSG00000080873,snRNAseq2
17255,Gm15010,ENSMUSG00000080874,snRNAseq2
17256,Gm7332,ENSMUSG00000080875,snRNAseq2
17257,Gm14332,ENSMUSG00000080876,snRNAseq2
17258,Rpl22-ps1,ENSMUSG00000080877,snRNAseq2
17259,Gm15618,ENSMUSG00000080878,snRNAseq2
17260,Gm14278,ENSMUSG00000080880,snRNAseq2
17261,Cyp2j7-ps3,ENSMUSG00000080884,snRNAseq2
17262,Rpl10-ps6,ENSMUSG00000080885,snRNAseq2
17263,Gm14387,ENSMUSG00000080888,snRNAseq2
17264,Gm9266,ENSMUSG00000080892,snRNAseq2
17265,Defa-ps15,ENSMUSG00000080894,snRNAseq2
17266,Gm11645,ENSMUSG00000080895,snRNAseq2
17267,Gm14500,ENSMUSG00000080897,snRNAseq2
17268,Ywhaq-ps3,ENSMUSG00000080902,snRNAseq2
17269,Gm12095,ENSMUSG00000080906,snRNAseq2
17270,4930455H04Rik,ENSMUSG00000080907,snRNAseq2
17271,Gm14821,ENSMUSG00000080910,snRNAseq2
17272,Gm12269,ENSMUSG00000080912,snRNAseq2
17273,Gm12719,ENSMUSG00000080913,snRNAseq2
17274,Gm7129,ENSMUSG00000080914,snRNAseq2
17275,Gm12463,ENSMUSG00000080916,snRNAseq2
17276,Gm12202,ENSMUSG00000080918,snRNAseq2
17277,Rpl38-ps2,ENSMUSG00000080921,snRNAseq2
17278,Gm2214,ENSMUSG00000080922,snRNAseq2
17279,Gm5400,ENSMUSG00000080923,snRNAseq2
17280,Gm13682,ENSMUSG00000080925,snRNAseq2
17281,Gm11430,ENSMUSG00000080927,snRNAseq2
17282,Hmgb1-ps6,ENSMUSG00000080928,snRNAseq2
17283,Gm12891,ENSMUSG00000080929,snRNAseq2
17284,Gm13367,ENSMUSG00000080930,snRNAseq2
17285,Gm10224,ENSMUSG00000080932,snRNAseq2
17286,Got2-ps1,ENSMUSG00000080935,snRNAseq2
17287,Olfr337-ps1,ENSMUSG00000080936,snRNAseq2
17288,Gm6062,ENSMUSG00000080938,snRNAseq2
17289,Gm9208,ENSMUSG00000080939,snRNAseq2
17290,Gm16056,ENSMUSG00000080941,snRNAseq2
17291,Zfp36l1-ps,ENSMUSG00000080942,snRNAseq2
17292,Gm13130,ENSMUSG00000080943,snRNAseq2
17293,Gm12985,ENSMUSG00000080946,snRNAseq2
17294,Gm12779,ENSMUSG00000080947,snRNAseq2
17295,Gm13683,ENSMUSG00000080949,snRNAseq2
17296,Gm7278,ENSMUSG00000080950,snRNAseq2
17297,Gm12208,ENSMUSG00000080951,snRNAseq2
17298,Gm5379,ENSMUSG00000080952,snRNAseq2
17299,Gm15025,ENSMUSG00000080953,snRNAseq2
17300,Gm14919,ENSMUSG00000080954,snRNAseq2
17301,Gm15739,ENSMUSG00000080957,snRNAseq2
17302,Gm2003,ENSMUSG00000080959,snRNAseq2
17303,Olfr343-ps1,ENSMUSG00000080960,snRNAseq2
17304,Gm11453,ENSMUSG00000080962,snRNAseq2
17305,Ifna-ps1,ENSMUSG00000080964,snRNAseq2
17306,Gm6461,ENSMUSG00000080965,snRNAseq2
17307,Gm6263,ENSMUSG00000080966,snRNAseq2
17308,Gm12706,ENSMUSG00000080967,snRNAseq2
17309,Atf1-ps,ENSMUSG00000080968,snRNAseq2
17310,Gm12173,ENSMUSG00000080970,snRNAseq2
17311,Gm16061,ENSMUSG00000080972,snRNAseq2
17312,Gm9009,ENSMUSG00000080974,snRNAseq2
17313,Gm11490,ENSMUSG00000080976,snRNAseq2
17314,Gm13772,ENSMUSG00000080977,snRNAseq2
17315,Gm13675,ENSMUSG00000080979,snRNAseq2
17316,Gm12161,ENSMUSG00000080981,snRNAseq2
17317,Gm5419,ENSMUSG00000080983,snRNAseq2
17318,Gm13559,ENSMUSG00000080985,snRNAseq2
17319,Olfr1081-ps1,ENSMUSG00000080986,snRNAseq2
17320,Gm12073,ENSMUSG00000080987,snRNAseq2
17321,Gm14048,ENSMUSG00000080989,snRNAseq2
17322,Psmb5-ps,ENSMUSG00000080992,snRNAseq2
17323,Gm12903,ENSMUSG00000080993,snRNAseq2
17324,Gm13464,ENSMUSG00000080994,snRNAseq2
17325,Gm15165,ENSMUSG00000080995,snRNAseq2
17326,Gm5384,ENSMUSG00000080998,snRNAseq2
17327,Gm11336,ENSMUSG00000080999,snRNAseq2
17328,Gm11200,ENSMUSG00000081000,snRNAseq2
17329,Gm14678,ENSMUSG00000081001,snRNAseq2
17330,Gm9157,ENSMUSG00000081004,snRNAseq2
17331,Gm13198,ENSMUSG00000081005,snRNAseq2
17332,Cyp4b1-ps1,ENSMUSG00000081006,snRNAseq2
17333,Gm11543,ENSMUSG00000081007,snRNAseq2
17334,Gm13314,ENSMUSG00000081008,snRNAseq2
17335,Gm14065,ENSMUSG00000081009,snRNAseq2
17336,Gm13880,ENSMUSG00000081010,snRNAseq2
17337,Gm11913,ENSMUSG00000081011,snRNAseq2
17338,Gm15224,ENSMUSG00000081012,snRNAseq2
17339,Gm13714,ENSMUSG00000081014,snRNAseq2
17340,Olfr1397-ps1,ENSMUSG00000081016,snRNAseq2
17341,Gm15000,ENSMUSG00000081017,snRNAseq2
17342,Gm15012,ENSMUSG00000081018,snRNAseq2
17343,Gm14509,ENSMUSG00000081020,snRNAseq2
17344,Gm11964,ENSMUSG00000081021,snRNAseq2
17345,Gm15936,ENSMUSG00000081022,snRNAseq2
17346,Gm14627,ENSMUSG00000081024,snRNAseq2
17347,Gm11855,ENSMUSG00000081026,snRNAseq2
17348,Gm15077,ENSMUSG00000081029,snRNAseq2
17349,Gm12704,ENSMUSG00000081030,snRNAseq2
17350,Gm14797,ENSMUSG00000081033,snRNAseq2
17351,Gm13929,ENSMUSG00000081037,snRNAseq2
17352,Olfr626-ps1,ENSMUSG00000081038,snRNAseq2
17353,Nlk-ps1,ENSMUSG00000081041,snRNAseq2
17354,Psmb7-ps2,ENSMUSG00000081042,snRNAseq2
17355,Gm11512,ENSMUSG00000081043,snRNAseq2
17356,AU015836,ENSMUSG00000081044,snRNAseq2
17357,Olfr997-ps1,ENSMUSG00000081047,snRNAseq2
17358,Rps24-ps3,ENSMUSG00000081049,snRNAseq2
17359,Gm15427,ENSMUSG00000081051,snRNAseq2
17360,Mup-ps17,ENSMUSG00000081053,snRNAseq2
17361,Gm12025,ENSMUSG00000081054,snRNAseq2
17362,Gm6987,ENSMUSG00000081055,snRNAseq2
17363,Gm13998,ENSMUSG00000081056,snRNAseq2
17364,Olfr1017-ps1,ENSMUSG00000081057,snRNAseq2
17365,Hist2h3c2,ENSMUSG00000081058,snRNAseq2
17366,Gm11945,ENSMUSG00000081059,snRNAseq2
17367,Gm11318,ENSMUSG00000081060,snRNAseq2
17368,Gm13640,ENSMUSG00000081062,snRNAseq2
17369,Gm11825,ENSMUSG00000081063,snRNAseq2
17370,Gm6071,ENSMUSG00000081064,snRNAseq2
17371,Gm13576,ENSMUSG00000081065,snRNAseq2
17372,Gm12817,ENSMUSG00000081066,snRNAseq2
17373,Gm12912,ENSMUSG00000081067,snRNAseq2
17374,Gm13928,ENSMUSG00000081069,snRNAseq2
17375,Gm13181,ENSMUSG00000081070,snRNAseq2
17376,Gm9836,ENSMUSG00000081071,snRNAseq2
17377,Gm13758,ENSMUSG00000081073,snRNAseq2
17378,Gm12568,ENSMUSG00000081078,snRNAseq2
17379,Gm13059,ENSMUSG00000081079,snRNAseq2
17380,Vmn1r-ps102,ENSMUSG00000081080,snRNAseq2
17381,Gm6079,ENSMUSG00000081083,snRNAseq2
17382,Gm5638,ENSMUSG00000081084,snRNAseq2
17383,Gm13463,ENSMUSG00000081085,snRNAseq2
17384,Rps15a-ps7,ENSMUSG00000081087,snRNAseq2
17385,Gm11679,ENSMUSG00000081088,snRNAseq2
17386,Gm14128,ENSMUSG00000081092,snRNAseq2
17387,Gm12565,ENSMUSG00000081093,snRNAseq2
17388,Gm12691,ENSMUSG00000081096,snRNAseq2
17389,Gm12135,ENSMUSG00000081097,snRNAseq2
17390,Gm12220,ENSMUSG00000081098,snRNAseq2
17391,Gm5270,ENSMUSG00000081099,snRNAseq2
17392,Gm14630,ENSMUSG00000081100,snRNAseq2
17393,Gm12024,ENSMUSG00000081101,snRNAseq2
17394,Gm15989,ENSMUSG00000081104,snRNAseq2
17395,Gm7155,ENSMUSG00000081106,snRNAseq2
17396,Gm12235,ENSMUSG00000081107,snRNAseq2
17397,Gm12745,ENSMUSG00000081110,snRNAseq2
17398,Gm5913,ENSMUSG00000081111,snRNAseq2
17399,Gm12140,ENSMUSG00000081112,snRNAseq2
17400,Gm7308,ENSMUSG00000081113,snRNAseq2
17401,Gm15390,ENSMUSG00000081114,snRNAseq2
17402,Gm15913,ENSMUSG00000081115,snRNAseq2
17403,Gm11233,ENSMUSG00000081117,snRNAseq2
17404,Gm6758,ENSMUSG00000081118,snRNAseq2
17405,Gm14601,ENSMUSG00000081119,snRNAseq2
17406,Gm12458,ENSMUSG00000081120,snRNAseq2
17407,Gm13678,ENSMUSG00000081122,snRNAseq2
17408,Rpl26-ps5,ENSMUSG00000081125,snRNAseq2
17409,Gm15784,ENSMUSG00000081126,snRNAseq2
17410,Gm12677,ENSMUSG00000081127,snRNAseq2
17411,Gm13328,ENSMUSG00000081128,snRNAseq2
17412,Gm14605,ENSMUSG00000081129,snRNAseq2
17413,Gm14833,ENSMUSG00000081131,snRNAseq2
17414,Gm13744,ENSMUSG00000081132,snRNAseq2
17415,Rhox11-ps2,ENSMUSG00000081133,snRNAseq2
17416,Gm14800,ENSMUSG00000081135,snRNAseq2
17417,BC022960,ENSMUSG00000081137,snRNAseq2
17418,Gm12834,ENSMUSG00000081138,snRNAseq2
17419,Gm13333,ENSMUSG00000081139,snRNAseq2
17420,Gm11501,ENSMUSG00000081141,snRNAseq2
17421,Gm15497,ENSMUSG00000081142,snRNAseq2
17422,Gm15823,ENSMUSG00000081143,snRNAseq2
17423,Gm12684,ENSMUSG00000081150,snRNAseq2
17424,Gm11448,ENSMUSG00000081151,snRNAseq2
17425,Gm12430,ENSMUSG00000081152,snRNAseq2
17426,Defa-ps13,ENSMUSG00000081154,snRNAseq2
17427,Gm14425,ENSMUSG00000081156,snRNAseq2
17428,Gm6023,ENSMUSG00000081159,snRNAseq2
17429,Gm12783,ENSMUSG00000081161,snRNAseq2
17430,Olfr400-ps1,ENSMUSG00000081162,snRNAseq2
17431,Defa-ps12,ENSMUSG00000081163,snRNAseq2
17432,Gm11783,ENSMUSG00000081165,snRNAseq2
17433,Gm8880,ENSMUSG00000081167,snRNAseq2
17434,Gm12922,ENSMUSG00000081170,snRNAseq2
17435,Gm7485,ENSMUSG00000081171,snRNAseq2
17436,Gm13439,ENSMUSG00000081174,snRNAseq2
17437,Gm5793,ENSMUSG00000081175,snRNAseq2
17438,H3f3a-ps2,ENSMUSG00000081176,snRNAseq2
17439,Gm12509,ENSMUSG00000081177,snRNAseq2
17440,Gm13136,ENSMUSG00000081179,snRNAseq2
17441,Gm13353,ENSMUSG00000081181,snRNAseq2
17442,Gm14935,ENSMUSG00000081182,snRNAseq2
17443,Gm12449,ENSMUSG00000081183,snRNAseq2
17444,Gm12685,ENSMUSG00000081184,snRNAseq2
17445,Gm4852,ENSMUSG00000081185,snRNAseq2
17446,3110067C02Rik,ENSMUSG00000081187,snRNAseq2
17447,Gm14621,ENSMUSG00000081188,snRNAseq2
17448,Hspd1-ps4,ENSMUSG00000081189,snRNAseq2
17449,Gm11271,ENSMUSG00000081191,snRNAseq2
17450,Gm8424,ENSMUSG00000081194,snRNAseq2
17451,Gm13858,ENSMUSG00000081196,snRNAseq2
17452,Gm15076,ENSMUSG00000081197,snRNAseq2
17453,Gm15615,ENSMUSG00000081200,snRNAseq2
17454,Gm11935,ENSMUSG00000081206,snRNAseq2
17455,Gm13775,ENSMUSG00000081207,snRNAseq2
17456,Gm11400,ENSMUSG00000081208,snRNAseq2
17457,Gm14890,ENSMUSG00000081209,snRNAseq2
17458,Gm12933,ENSMUSG00000081210,snRNAseq2
17459,Rpl35a-ps2,ENSMUSG00000081214,snRNAseq2
17460,Gm11446,ENSMUSG00000081215,snRNAseq2
17461,Gm15268,ENSMUSG00000081217,snRNAseq2
17462,Bambi-ps1,ENSMUSG00000081219,snRNAseq2
17463,Gm14542,ENSMUSG00000081220,snRNAseq2
17464,Gm15173,ENSMUSG00000081222,snRNAseq2
17465,Gm12247,ENSMUSG00000081223,snRNAseq2
17466,Gm2066,ENSMUSG00000081224,snRNAseq2
17467,Cyp2j12,ENSMUSG00000081225,snRNAseq2
17468,Gm13082,ENSMUSG00000081227,snRNAseq2
17469,Gm16089,ENSMUSG00000081228,snRNAseq2
17470,Lamr1-ps1,ENSMUSG00000081229,snRNAseq2
17471,Gm9097,ENSMUSG00000081230,snRNAseq2
17472,Gm14373,ENSMUSG00000081232,snRNAseq2
17473,Gm12857,ENSMUSG00000081233,snRNAseq2
17474,Olfr1120,ENSMUSG00000081234,snRNAseq2
17475,Gm13574,ENSMUSG00000081236,snRNAseq2
17476,Gm11385,ENSMUSG00000081237,snRNAseq2
17477,Gm15836,ENSMUSG00000081238,snRNAseq2
17478,Gm11836,ENSMUSG00000081239,snRNAseq2
17479,Gm16511,ENSMUSG00000081240,snRNAseq2
17480,Gm15719,ENSMUSG00000081242,snRNAseq2
17481,Gm14037,ENSMUSG00000081243,snRNAseq2
17482,Gm13529,ENSMUSG00000081244,snRNAseq2
17483,Gm13787,ENSMUSG00000081248,snRNAseq2
17484,Gm11517,ENSMUSG00000081249,snRNAseq2
17485,Gm16032,ENSMUSG00000081252,snRNAseq2
17486,Gm8501,ENSMUSG00000081253,snRNAseq2
17487,Gm5380,ENSMUSG00000081255,snRNAseq2
17488,Gm15791,ENSMUSG00000081256,snRNAseq2
17489,Gm13607,ENSMUSG00000081257,snRNAseq2
17490,Gm14013,ENSMUSG00000081258,snRNAseq2
17491,Gm6893,ENSMUSG00000081259,snRNAseq2
17492,Gm13149,ENSMUSG00000081260,snRNAseq2
17493,Gm14021,ENSMUSG00000081264,snRNAseq2
17494,Gm11282,ENSMUSG00000081265,snRNAseq2
17495,Gm11653,ENSMUSG00000081270,snRNAseq2
17496,Gm14883,ENSMUSG00000081271,snRNAseq2
17497,Gm15727,ENSMUSG00000081274,snRNAseq2
17498,Gm13132,ENSMUSG00000081276,snRNAseq2
17499,Gm15285,ENSMUSG00000081277,snRNAseq2
17500,Gm13186,ENSMUSG00000081278,snRNAseq2
17501,Gm6274,ENSMUSG00000081281,snRNAseq2
17502,Gm13836,ENSMUSG00000081282,snRNAseq2
17503,Gm13673,ENSMUSG00000081284,snRNAseq2
17504,Gm18859,ENSMUSG00000081285,snRNAseq2
17505,Gm14995,ENSMUSG00000081286,snRNAseq2
17506,Olfr333-ps1,ENSMUSG00000081287,snRNAseq2
17507,Gm11386,ENSMUSG00000081288,snRNAseq2
17508,Gm14857,ENSMUSG00000081289,snRNAseq2
17509,Gm12520,ENSMUSG00000081290,snRNAseq2
17510,Gm15018,ENSMUSG00000081292,snRNAseq2
17511,Gm6275,ENSMUSG00000081295,snRNAseq2
17512,Gm12203,ENSMUSG00000081296,snRNAseq2
17513,Gm12209,ENSMUSG00000081297,snRNAseq2
17514,Gm14622,ENSMUSG00000081298,snRNAseq2
17515,Gm13603,ENSMUSG00000081299,snRNAseq2
17516,Gm14587,ENSMUSG00000081300,snRNAseq2
17517,Gm15951,ENSMUSG00000081301,snRNAseq2
17518,Gm12020,ENSMUSG00000081302,snRNAseq2
17519,Gm16011,ENSMUSG00000081303,snRNAseq2
17520,Gm11509,ENSMUSG00000081304,snRNAseq2
17521,Gm12879,ENSMUSG00000081305,snRNAseq2
17522,Gm15266,ENSMUSG00000081306,snRNAseq2
17523,Gm13627,ENSMUSG00000081307,snRNAseq2
17524,Gm14480,ENSMUSG00000081308,snRNAseq2
17525,Gm12397,ENSMUSG00000081309,snRNAseq2
17526,Gm14520,ENSMUSG00000081312,snRNAseq2
17527,Gm14213,ENSMUSG00000081313,snRNAseq2
17528,Gm14132,ENSMUSG00000081314,snRNAseq2
17529,Olfr621-ps1,ENSMUSG00000081315,snRNAseq2
17530,Gm16205,ENSMUSG00000081316,snRNAseq2
17531,Gm12757,ENSMUSG00000081317,snRNAseq2
17532,Rpl36-ps1,ENSMUSG00000081318,snRNAseq2
17533,Gm12936,ENSMUSG00000081319,snRNAseq2
17534,Gm15304,ENSMUSG00000081321,snRNAseq2
17535,Rpl7l1-ps1,ENSMUSG00000081323,snRNAseq2
17536,Gm14550,ENSMUSG00000081324,snRNAseq2
17537,Gm14417,ENSMUSG00000081326,snRNAseq2
17538,Gm12492,ENSMUSG00000081329,snRNAseq2
17539,Gm13013,ENSMUSG00000081330,snRNAseq2
17540,Gm15151,ENSMUSG00000081331,snRNAseq2
17541,Gm12664,ENSMUSG00000081332,snRNAseq2
17542,Gm12307,ENSMUSG00000081333,snRNAseq2
17543,Vmn1r-ps94,ENSMUSG00000081334,snRNAseq2
17544,Gm15786,ENSMUSG00000081335,snRNAseq2
17545,Gm16044,ENSMUSG00000081339,snRNAseq2
17546,Gm12275,ENSMUSG00000081340,snRNAseq2
17547,Gm11434,ENSMUSG00000081342,snRNAseq2
17548,Olfr1159-ps1,ENSMUSG00000081345,snRNAseq2
